AutoRes is starting
success npk7n1 e8aee143deb4625b42d1221d246b5657
success 77g6j8 bb62a16fe3c123eb4f22cfd74a81926b
success npk7n1 035d880f9c8ba204e22afe4b39411430
success 77g6j8 2ebdd5d2188ce128f3282d8553bea1dc
success 8carun 6626f92db3e7236d5e4a04c254189be2
success a5tngj 947d2dad3cdd85539f10ae5ff61a0cc8
success a5tngj e47a1dca3a311ea7026139a6a86ff5e6
success 77g6j8 d5dfb1bb6958376b454111203c018a55
success 77g6j8 030e4b5bb880372a2c1fdd60b153ddd1
success kpmyqv 774f5373ce73436789b8bdcd0de9c5b8
success a5tngj 46a0d470c906ed8e28074d601484d586
success a5tngj 37b30acc862d2a7c88a2ad6d3ef330bc
success 8carun e5bb2b4e92ec777a44cb16986bef5137
success a5tngj 16bd037e940ad1eff8543f617ea8534d
success npk7n1 c18865c37b8f678a480a7bb77182ea0c
success npk7n1 e3a2591f70d3fb86065283252a33aaf2
success npk7n1 5425a42f92fbfb6c6c8d3f55e29751f8
success a5tngj 53690bb811b2acaafaf12eb05ec9224d
success a5tngj 5f8dfb58f5b4158f3ed1e3dc67294644
success a5tngj 7f01f9c23c6fa5bb830ad66f326610d4
success npk7n1 7a70e3a13bab3776f2b7a9376dac7c19
success 77g6j8 5d48f0d1fbce08e0a519f323eadfd81d
success 77g6j8 190d7bd3c14dc407979cb3bf2e11de38
success 77g6j8 0f5b40b4701598e79d0b6a26b2de840d
success a5tngj 2ebe5ec8b48360ee76413acd2e167bcc
success npk7n1 362953fff0359648ce7c5f56b6eb3080
success 8carun b874bbffb48ad68373757ef0cfb73556
success npk7n1 d8ebdd700075873b927f5ac7ff9fed3c
success 77g6j8 962301cb1517c1427163da3ccb735eb1
success npk7n1 7fce05bc3bc39c09d66edac6a11ddc02
success 77g6j8 720b3e5a5d21d50a11fe2b3bcb3906cb
success 77g6j8 f7a71007a15bbe8bbca19b5f6adb0530
success a5tngj 6310e32657447c71a165de54e4ca9acc
success a5tngj 5633e689df17a205f521f432b48c240b
success a5tngj f8ae7ed2ef0e2c606d7073531128dddb
success 77g6j8 6280884fcd58187d2703c93660c11f80
success npk7n1 697994635526029977177028d824a565
success npk7n1 dfb116945d21366ff4343f7d13390295
success npk7n1 9d6e51fafb22aa59cafc0a43e2e57a9f
success a5tngj 20d9a3ba3a16aa830c42792bf54dcefb
success i6crze c805a74ae43c2e33202131a4d29b2684
success npk7n1 784cab55827478ac57f41e14ca39f2b9
success 77g6j8 caab2d55ad69a800d279daa6d8e67df1
success 77g6j8 a12ba9145671e2c07596605983eea392
success 77g6j8 50183b1b37d1c3bbd455c6fa47b97d24
success 77g6j8 fab516c1ea5cf0265cd83f9af82e00f4
success a5tngj 117f27c02adb7fd700fce9c2c3a44f82
success 77g6j8 646f5fd7080becc6c040dd79c8c22c75
success 77g6j8 8617d51e4d530752223e4ff85b288ef3
success npk7n1 d9e23a7444fddd5a9a758504831ecfd3
success a5tngj 0299319e7157298e1ca3fab6b1c67e5c
success a5tngj 2f6f7bfa5d3d6ead8ab4eb7d09e23066
success npk7n1 038ef5d13f82574fa996ab45ee88abfd
success 77g6j8 d28d1155ccb45ea810816c4dca97cf32
success npk7n1 2fa5da9b420097c605b396a6313e9b2d
success npk7n1 65538b356d84e0cd75c55839d1df10c2
success 77g6j8 e2ae9340ffab17169a42291a1d54be52
success npk7n1 40ea1eb16a3c52bd4b8e399de15a614d
success 77g6j8 bf78cb0cad600ecaad8d116f6ae3b0b2
success 77g6j8 48cfecf5d120b8e847d08595c45773ea
success 77g6j8 44311c3b1e873d21d247e14e3f63e693
success npk7n1 503b76aa63c1e5f99f25bccd7969994a
success npk7n1 0fbd023c8d5389376a728d7856021c5c
success npk7n1 6b9b21951c7a38beb84ff0ac46676ed2
success a5tngj a05513bfec221ebfd556352e8acf5e88
success npk7n1 784cab55827478ac57f41e14ca39f2b9
success npk7n1 d00d0d919034740eddeb61b7d1de20ef
success a5tngj 596ff79b5b16287d49cb2f466cf93dee
success a5tngj 7fd3c62ef367048f7d5d00a8e73460af
success npk7n1 dae6ffe33628c8d38c4b9c49ce50a6ba
success 77g6j8 84efc23746c76e4c1a686acfa8a33ae1
success npk7n1 1d106327a6c37a7c1cdcdeb1923da955
success npk7n1 9b61f9b7e39020572d4e0e3f8e4c3710
success 77g6j8 1f5dadb08c3d1fd07fab55eaaef4a2c3
success i6crze 74717cbb2a2c36ea850096cef6110d91
success a5tngj 775389a09de275a7a6cb59e3741a6a02
success a5tngj da878091968567eddf1719c8c9759d92
success 37kkve 3716ea4e7802385c57b9dac39c1e0d09
success 77g6j8 d554fbac133672b29534dc44fc6919e8
success npk7n1 1c8b64b11c81d4c046561ac5278fa75e
success npk7n1 0a89ea12de2604a4189f598afd8ba0fd
success npk7n1 882e9c2735e0f274d85a81fbbc1a3f28
success a5tngj 8f085c404c0d465bdd1c3a731f587474
success 77g6j8 f9fbb95d7f393e9764714b4e4abb9352
success npk7n1 7fce05bc3bc39c09d66edac6a11ddc02
success npk7n1 97f5f3bae80eea1fab54a456d06530ad
success 77g6j8 5c2bbee13215753d11c943670dc5066f
success a5tngj 64470d334b3996bcc205afd6cfc545b2
success 77g6j8 19d4d67be4075073120a10fdd7f18a95
success a5tngj cdc548ff1767fcdd30f786e07557e602
success a5tngj 3da8f5de6a7fff18eff3a586a8258adb
success a5tngj 5ee4f6277db772e99c50ac0a9a99b399
success 77g6j8 f1a4e3e5bc2c91a51810d1430c1ff732
success npk7n1 23c5a126093176ccebf6234d7a792b61
success npk7n1 0fbd023c8d5389376a728d7856021c5c
success a5tngj 2441b500ab8af2b3a1c12fbdf3269f7a
success npk7n1 0f6f1b4b5b816d72fe92831a9b21cd69
success npk7n1 7a70e3a13bab3776f2b7a9376dac7c19
success a5tngj 68685860ac0bdad7817f136904daf266
success npk7n1 9004b45100408c3dc5e74ce87848bcaa
success npk7n1 cf0abc237f4f3265a0d919e284102796
success npk7n1 0a89ea12de2604a4189f598afd8ba0fd
success 77g6j8 eaab5d6127db3ecb4486a70b0dee5f9a
success 77g6j8 b3dbbdf9c8ad55486c5147f4bfa32249
success 77g6j8 bff1a706b3eafd403b00c5bbcda19e66
success a5tngj a0f9093d0f4ac011a4d683d4d6fae8f7
success 8carun eb69df754acd3c0c677648377b186b14
success npk7n1 e9474dda5ceb6d1c1c80a56122059b40
success npk7n1 137e481cb532f0cfa3e197b9006185b9
success 77g6j8 ff74af93c1430ea15a3c0798923dd984
success a5tngj 9de5b8eaf7e70584d77e481a3e1faccf
success a5tngj 3f200bc8a19eefe7dd67d2d3372e7eba
success npk7n1 82e61c1990aa85cc86c46ec5b88ba39b
success npk7n1 6b9b21951c7a38beb84ff0ac46676ed2
success 77g6j8 17fc04d777678d7da8962db46305540e
success 77g6j8 b84f9adafd1e1b857f68c07f6964336c
success npk7n1 913edb373ebee9a70c97f9b0d8fc87a5
success 8carun 3d02b7c39fff31be38bafde2d89a8c19
success 77g6j8 ca7a873d8dcb54b1f2df3a481aa1b054
success npk7n1 85568bbc51faf371b57d0367f8f055e1
success 77g6j8 279fa58502285e2099706fb98503e73e
success npk7n1 386cffc540d113bcb7f5702c482a2b60
success a5tngj ab9e6e5b95dd2880a925c350fe9e90d4
success npk7n1 bbee8b65308ff1a722cdd29003ac5baa
success npk7n1 2fa5da9b420097c605b396a6313e9b2d
success a5tngj 7b28d3608b33e3ab9325b5d7a41286ee
success npk7n1 0f6f1b4b5b816d72fe92831a9b21cd69
success npk7n1 2cd7ed65702ee75c88d4abd3dd6f5ab2
success npk7n1 0a89ea12de2604a4189f598afd8ba0fd
success npk7n1 8c5e90e561c0392e57db33395a271ec4
success npk7n1 e184f5a4cd3aa3fa74da4ce81e78d0ed
success 77g6j8 898fb22c27c35eae92841028c88cc6f1
success npk7n1 97f5f3bae80eea1fab54a456d06530ad
success npk7n1 cf0abc237f4f3265a0d919e284102796
success a5tngj 39cf8e05c2f0e7c0cbf615f9aee7b1a4
success kpmyqv aca2ef6caaca5d28ca4a1c599d808b4f
success 8carun 2737c298f7f66ec1f2b90127ba8ed903
success 77g6j8 b583cd3432993bda190733f6f1a276e6
success a5tngj 0895f1fe46de0147b377316550079a65
success npk7n1 0a89ea12de2604a4189f598afd8ba0fd
success 77g6j8 94ef9e5e251d520e2fc7757cb03a9c00
success a5tngj 022db737b06bd575a06c265765c42226
success npk7n1 7a70e3a13bab3776f2b7a9376dac7c19
success npk7n1 e184f5a4cd3aa3fa74da4ce81e78d0ed
success npk7n1 50b209fd6adf3d895c705eab06c80a33
success 77g6j8 05913dd3705a27a294232e58e8335acb
success npk7n1 ce0ec8d62159a5f182a412946d775e62
success 77g6j8 1975c1f6f7fd191cd906d1b799b05d66
success npk7n1 a3a6af868774a3f9f8736a85000096bf
success a5tngj 648e0373065b58674179b6ff5b071300
success 77g6j8 8eca92245edc7127875a4e198ed6c4a8
success 77g6j8 1e3f9378a316b522c27e9e6ea75ca8fa
success npk7n1 0fbd023c8d5389376a728d7856021c5c
success npk7n1 0a89ea12de2604a4189f598afd8ba0fd
success 77g6j8 ace55e827453bdeb09b767c0cb511243
success npk7n1 7e703fb76cb65f500ed1b6c800d35f10
success npk7n1 6bba867fb9aea074e3b6f626f2277457
success npk7n1 f2a7b09bd22aaa9f40afd1674c7e840d
success a5tngj 2d0abb872f4ef9972a1631164dc278f3
success a5tngj 64fdf82f6cb1264de86d6b8e379c307e
success npk7n1 e5f7cc8a4225865245907dc15944a060
success a5tngj edbbcafaf8f943edcaf62a6d76d40f66
success a5tngj b06b9984c3a3d50c21adbbef8f1b12dc
success npk7n1 0f6f1b4b5b816d72fe92831a9b21cd69
success kpmyqv 1ce4bb8340ea84976ecee4cac3ac8688
success 77g6j8 306a3c61d5148d6192e7a6e4ece2512e
success npk7n1 0a89ea12de2604a4189f598afd8ba0fd
success kpmyqv 8efab25663d1ac4937971893d6ea934b
success a5tngj cb21ec8ca1f1796af1e0c88a5a9162ae
success a5tngj 631bff0c29c9ff60911698261f2100d0
success npk7n1 7a70e3a13bab3776f2b7a9376dac7c19
success a5tngj 41dee7d5b3edbfa0ea05dfb899aed248
success npk7n1 97f5f3bae80eea1fab54a456d06530ad
success 77g6j8 a6f3e8d91231fa4c794a1b4dce834712
success a5tngj f209897a0486a48887c9a44c70e9bcaf
success a5tngj 3eb0f01d214c6447e2a9b6783bae94bb
success i6crze d90409d4fdc8df3aec3f50383f39e670
success i6crze c7461232e880863e62cd52b42c666af0
success npk7n1 9e5d8297e3452baec9da449bfe8b79fa
success npk7n1 0a89ea12de2604a4189f598afd8ba0fd
success npk7n1 b0a4a3e4451d553c913e126b6c28ba06
success npk7n1 d74de4fc0a432c8de97b4dfcedfd7fc2
success a5tngj 7d0a054e15541c94260fb2a496f1ee48
success i6crze 830301be522daf0377c526bde71e2dea
success a5tngj efea308f566ec4d2e40c1b7d499acda2
success npk7n1 7a70e3a13bab3776f2b7a9376dac7c19
success 77g6j8 4036d855948187d2a5d0ee01db426918
success a5tngj a9e7d49f01b33900f58cf1aec78ad091
success npk7n1 0a89ea12de2604a4189f598afd8ba0fd
success a5tngj d57f3f4645bc36b8aa200b0aec3c643e
success kpmyqv d50ee5e0bd439b63c447e695b6c645c3
success 77g6j8 6d9499a1847037c36d837fae2b76fa1c
success npk7n1 97f5f3bae80eea1fab54a456d06530ad
success
Traceback (most recent call last):
  File "affiliate/ad_statis_new.py", line 539, in <module>
    main(index)
  File "affiliate/ad_statis_new.py", line 530, in main
    AdStatisClass.doAdStatis()
  File "affiliate/ad_statis_new.py", line 34, in doAdStatis
    self.adStatis()
  File "affiliate/ad_statis_new.py", line 74, in adStatis
    redisData = self.RedisClass.getAdStatValue(key)
  File "/home/ec2-user/tracking/AdClickIO/affiliate/model/redis_model.py", line 31, in getAdStatValue
    res = r.hmget(key,*names)
  File "/usr/local/lib/python3.6/site-packages/redis/client.py", line 2016, in hmget
    return self.execute_command('HMGET', name, *args)
  File "/usr/local/lib/python3.6/site-packages/redis/client.py", line 668, in execute_command
    return self.parse_response(connection, command_name, **options)
  File "/usr/local/lib/python3.6/site-packages/redis/client.py", line 680, in parse_response
    response = connection.read_response()
  File "/usr/local/lib/python3.6/site-packages/redis/connection.py", line 624, in read_response
    response = self._parser.read_response()
  File "/usr/local/lib/python3.6/site-packages/redis/connection.py", line 284, in read_response
    response = self._buffer.readline()
  File "/usr/local/lib/python3.6/site-packages/redis/connection.py", line 216, in readline
    self._read_from_socket()
  File "/usr/local/lib/python3.6/site-packages/redis/connection.py", line 174, in _read_from_socket
    data = recv(self._sock, socket_read_size)
  File "/usr/local/lib/python3.6/site-packages/redis/_compat.py", line 79, in recv
    return sock.recv(*args, **kwargs)
KeyboardInterrupt
